City,Cuisine,count
Rome,Bar,333
Rome,Korean,8
Prague,Uzbek,2
Prague,Southwestern,3
Prague,Croatian,4
Prague,Fujian,1
Rome,Sushi,119
Paris,Bangladeshi,4
Rome,International,155
Prague,Halal,17
Rome,Seafood,832
Prague,Minority Chinese,1
Rome,Steakhouse,77
Prague,Indonesian,6
Prague,Cuban,3
Prague,Bangladeshi,5
Rome,Swiss,1
Prague,Pizza,232
Paris,Southwestern,1
Paris,Canadian,4
Prague,Indian,68
Prague,Ethiopian,1
Paris,Dutch,1
Rome,Lebanese,9
Prague,Pakistani,5
Prague,Turkish,27
Prague,Armenian,2
Prague,Venezuelan,1
Rome,Scandinavian,3
Rome,Austrian,4
Prague,Swiss,2
Prague,German,3
Rome,Mexican,30
Prague,Czech,1578
Prague,Steakhouse,49
Prague,Vietnamese,85
Rome,Danish,2
Paris,Romanian,2
Rome,Gastropub,86
Rome,Italian,3822
Prague,Sri Lankan,2
Rome,Turkish,11
Rome,Nepali,1
Rome,Spanish,17
Prague,Eastern European,372
Prague,Korean,12
Prague,Bar,583
Paris,Swedish,3
Rome,Portuguese,1
Stockholm,Gluten Free Options,284
Zurich,Vegan Options,163
Stockholm,South American,16
Stockholm,Australian,2
Stockholm,African,6
Zurich,Mexican,20
Stockholm,Thai,71
Stockholm,Fast Food,62
Stockholm,Grill,17
Zurich,Barbecue,24
Stockholm,Sushi,134
Vienna,Ukrainian,3
Zurich,Italian,242
Zurich,Fusion,14
Warsaw,Nepali,8
Zurich,Egyptian,1
Warsaw,Georgian,6
Vienna,Pub,148
Vienna,Central American,12
Rome,Southwestern,1
Warsaw,Azerbaijani,1
Vienna,Gastropub,56
Vienna,Georgian,1
Warsaw,Vegan Options,163
Warsaw,International,147
Zurich,Malaysian,5
Stockholm,Albanian,1
Vienna,Gluten Free Options,250
Warsaw,Middle Eastern,32
Vienna,Vegetarian Friendly,958
Vienna,Sushi,108
Vienna,Soups,47
Stockholm,Austrian,2
Warsaw,African,1
Warsaw,Asian,168
Warsaw,Czech,7
Vienna,Thai,36
Warsaw,Irish,2
Zurich,Middle Eastern,36
Stockholm,Hawaiian,3
Stockholm,European,716
Vienna,Egyptian,4
Stockholm,Greek,28
Stockholm,Argentinean,4
Vienna,European,1245
Vienna,Native American,1
Warsaw,Spanish,31
Stockholm,Italian,170
Stockholm,Brazilian,2
Warsaw,Tibetan,1
Vienna,French,30
Warsaw,Pakistani,1
Zurich,Central American,6
Vienna,Peruvian,6
Warsaw,Street Food,5
Zurich,Swiss,323
Zurich,Jamaican,1
Zurich,Persian,2
Vienna,Steakhouse,34
Warsaw,Croatian,3
Warsaw,Portuguese,1
Zurich,German,19
Zurich,Sushi,48
Vienna,Venezuelan,1
Stockholm,Colombian,1
Warsaw,Taiwanese,1
Warsaw,Greek,10
Warsaw,Delicatessen,3
Warsaw,Cuban,2
Rome,Colombian,2
Stockholm,Cuban,1
Vienna,Israeli,18
Vienna,Czech,5
Rome,Romanian,1
Vienna,Fusion,60
Zurich,Argentinean,8
Stockholm,Contemporary,18
Zurich,French,46
Stockholm,Mexican,25
Stockholm,Korean,20
Warsaw,Latin,11
Warsaw,Indonesian,4
Zurich,Delicatessen,23
Stockholm,Vietnamese,18
Vienna,Romanian,2
Warsaw,Israeli,16
Zurich,Brazilian,5
Stockholm,Taiwanese,1
Warsaw,Fusion,57
Zurich,Bangladeshi,1
Rome,Native American,1
Stockholm,British,18
Stockholm,Lebanese,22
Zurich,American,55
Vienna,Wine Bar,123
Zurich,Pakistani,6
Vienna,International,188
Warsaw,Dutch,1
Vienna,African,4
Vienna,Scottish,1
Warsaw,Steakhouse,33
Warsaw,Chilean,1
Zurich,Greek,9
Zurich,Vietnamese,23
Stockholm,Diner,7
Zurich,Halal,18
Zurich,Seafood,29
Stockholm,Scandinavian,289
Vienna,Belgian,1
Warsaw,Central American,8
Rome,Russian,1
Stockholm,Chinese,78
Zurich,Gastropub,4
Vienna,Afghani,1
Warsaw,Scandinavian,1
Stockholm,American,97
Stockholm,German,8
Stockholm,Caribbean,3
Vienna,Portuguese,7
Zurich,Australian,1
Zurich,Peruvian,2
Rome,Fujian,1
Stockholm,Dutch,1
Vienna,Hungarian,10
Vienna,Argentinean,4
Zurich,Lebanese,21
Vienna,Japanese,104
Vienna,Mexican,26
Zurich,Tibetan,3
Zurich,Austrian,6
Stockholm,Irish,6
Stockholm,Street Food,6
Vienna,German,209
Vienna,Italian,339
Vienna,Cafe,194
Warsaw,Brazilian,1
Zurich,Indian,51
Zurich,Indonesian,3
Zurich,Pub,72
Zurich,Central Asian,1
Stockholm,Brew Pub,4
Stockholm,Belgian,3
Vienna,Polish,4
Warsaw,Halal,12
Zurich,South American,14
Stockholm,Asian,194
Zurich,Diner,21
Stockholm,Czech,1
Vienna,Australian,1
Warsaw,Grill,30
Warsaw,Lebanese,18
Warsaw,Sri Lankan,1
Vienna,Swedish,1
Vienna,Irish,9
Warsaw,Bar,136
Vienna,Spanish,29
Vienna,Brew Pub,14
Vienna,Tunisian,1
Warsaw,Wine Bar,36
Warsaw,Seafood,23
Warsaw,Romanian,1
Vienna,Street Food,13
Warsaw,Kosher,5
Stockholm,Halal,12
Warsaw,Moroccan,2
Stockholm,Mongolian,4
Vienna,Latin,18
Vienna,Malaysian,2
Zurich,Hawaiian,2
Rome,Swedish,2
Warsaw,Vietnamese,29
Warsaw,Arabic,9
Warsaw,Hungarian,4
Vienna,Turkish,41
Stockholm,Middle Eastern,52
Vienna,Fujian,1
Zurich,European,591
Warsaw,South American,5
Stockholm,Afghani,2
Rome,Belgian,1
Stockholm,Turkish,20
Zurich,Gluten Free Options,150
Zurich,Vegetarian Friendly,602
Zurich,Contemporary,28
Vienna,Halal,28
Vienna,Taiwanese,5
Zurich,Japanese,50
Warsaw,Thai,60
Warsaw,Italian,265
Stockholm,Barbecue,50
Stockholm,Indonesian,2
Stockholm,Vegan Options,244
Stockholm,Eastern European,7
Warsaw,British,6
Stockholm,Seafood,45
Stockholm,Pizza,123
Vienna,Kosher,7
Warsaw,American,78
Stockholm,Cafe,103
Stockholm,Healthy,16
Vienna,Vegan Options,302
Warsaw,Cafe,84
Stockholm,Ethiopian,4
Vienna,Russian,7
Warsaw,Soups,46
Warsaw,Russian,5
Zurich,Nepali,2
Vienna,Barbecue,41
Zurich,African,5
Stockholm,French,60
Zurich,Danish,1
Stockholm,Polish,3
Zurich,Singaporean,1
Stockholm,Caucasian,7
Vienna,Mongolian,1
Warsaw,Healthy,48
Rome,Cajun & Creole,1
Rome,Albanian,1
Vienna,Balti,2
Warsaw,German,5
Stockholm,Southwestern,1
Warsaw,Fast Food,51
Warsaw,Australian,1
Stockholm,Wine Bar,17
Vienna,Korean,18
Zurich,Grill,34
Rome,Cuban,1
Stockholm,Gastropub,12
Zurich,Irish,5
Vienna,Filipino,2
Zurich,Polynesian,1
Stockholm,Danish,3
Stockholm,Cajun & Creole,1
Vienna,Eastern European,22
Vienna,Cuban,3
Vienna,Tibetan,2
Warsaw,Tunisian,1
Stockholm,Soups,14
Vienna,South American,20
Stockholm,Bar,195
Stockholm,Swedish,449
Vienna,Diner,48
Vienna,Seafood,81
Warsaw,Central European,222
Zurich,Spanish,29
Stockholm,Venezuelan,1
Zurich,Ethiopian,3
Stockholm,Georgian,1
Vienna,Delicatessen,36
Zurich,International,97
Vienna,Swiss,2
Vienna,Moroccan,6
Vienna,Contemporary,49
Warsaw,Gastropub,20
Warsaw,Caribbean,2
Stockholm,Arabic,2
Vienna,Brazilian,2
Warsaw,Pizza,106
Warsaw,Diner,10
Warsaw,Eastern European,128
Warsaw,Mediterranean,183
Warsaw,Chinese,38
Zurich,Belgian,1
Stockholm,Japanese,116
Vienna,Arabic,6
Vienna,Lebanese,16
Vienna,Southwestern,3
Warsaw,Egyptian,4
Warsaw,Southwestern,1
Zurich,Pizza,101
Rome,Taiwanese,2
Rome,Arabic,5
Stockholm,Spanish,54
Stockholm,Russian,2
Vienna,American,77
Zurich,Thai,70
Zurich,Chinese,55
Zurich,Balti,1
Zurich,Soups,34
Stockholm,Steakhouse,33
Stockholm,Israeli,1
Vienna,Austrian,947
Zurich,Bar,134
Vienna,Mediterranean,310
Stockholm,Jamaican,2
Stockholm,Latin,21
Warsaw,Hawaiian,2
Vienna,Croatian,21
Zurich,Portuguese,2
Stockholm,Central American,1
Stockholm,Swiss,1
Warsaw,French,34
Zurich,Mediterranean,252
Zurich,Latin,12
Rome,Caribbean,2
Stockholm,Vegetarian Friendly,625
Vienna,Asian,267
Vienna,Healthy,37
Vienna,Persian,9
Stockholm,Armenian,1
Warsaw,Polish,473
Zurich,Caribbean,1
Zurich,Tunisian,1
Rome,Jamaican,1
Zurich,Fast Food,56
Warsaw,Contemporary,34
Warsaw,Barbecue,19
Warsaw,Central Asian,1
Vienna,Grill,40
Vienna,Middle Eastern,92
Zurich,Turkish,21
Vienna,Bar,215
Vienna,Pizza,197
Zurich,Moroccan,6
Stockholm,International,109
Stockholm,Indian,78
Vienna,Scandinavian,2
Warsaw,Gluten Free Options,105
Warsaw,Sushi,104
Zurich,Central European,200
Stockholm,Chilean,1
Vienna,Fast Food,71
Stockholm,Persian,8
Stockholm,Malaysian,2
Vienna,Central European,532
Warsaw,Belgian,4
Vienna,Vietnamese,42
Warsaw,Malaysian,1
Zurich,Asian,187
Zurich,Arabic,1
Vienna,Caribbean,3
Warsaw,European,711
Warsaw,Vegetarian Friendly,465
Warsaw,Japanese,104
Stockholm,Fusion,22
Vienna,Armenian,2
Warsaw,Indian,50
Warsaw,Venezuelan,1
Zurich,Israeli,4
Stockholm,Pakistani,8
Vienna,Danish,1
Zurich,British,8
Warsaw,Argentinean,4
Zurich,Healthy,39
Vienna,Ecuadorean,1
Zurich,Cafe,80
Stockholm,Ukrainian,1
Stockholm,New Zealand,2
Vienna,Indonesian,1
Stockholm,Peruvian,7
Vienna,Pakistani,4
Vienna,Bangladeshi,1
Zurich,Sri Lankan,7
Zurich,Kosher,1
Stockholm,Central European,20
Zurich,Korean,6
Zurich,Cambodian,1
Zurich,Southwestern,3
Rome,Bangladeshi,2
Stockholm,Bangladeshi,3
Vienna,Ethiopian,2
Warsaw,Balti,1
Warsaw,Brew Pub,17
Warsaw,Mexican,28
Zurich,Wine Bar,29
Stockholm,Pub,146
Vienna,British,7
Vienna,Sri Lankan,6
Warsaw,Pub,113
Zurich,Steakhouse,22
Stockholm,Mediterranean,130
Vienna,Chinese,136
Warsaw,Ukrainian,7
Stockholm,Delicatessen,11
Vienna,Greek,41
Zurich,Eastern European,2
Vienna,Indian,56
Warsaw,Turkish,22
Warsaw,Korean,14
Zurich,Scandinavian,1
Zurich,Street Food,6
Zurich,Native American,1
