City,Cuisine,count
Stockholm,Ethiopian,4
Vienna,Russian,7
Warsaw,Soups,46
Warsaw,Russian,5
Oporto,German,1
Oslo,Grill,14
Zurich,Nepali,2
Milan,Uzbek,1
Munich,German,397
Prague,Russian,9
Oporto,French,14
Oporto,Lebanese,1
Vienna,Barbecue,41
Zurich,African,5
Munich,Indonesian,1
Oslo,Mexican,19
Paris,Street Food,97
Prague,Pub,452
Rome,Mediterranean,2210
Rome,Afghani,2
Stockholm,French,60
Munich,Latin,16
Munich,Southwestern,3
Oporto,Kosher,1
Oslo,American,61
Oslo,Turkish,23
Prague,Taiwanese,2
Rome,European,681
Zurich,Danish,1
Munich,Tibetan,1
Oslo,Ethiopian,1
Paris,Chilean,1
Prague,Afghani,1
Rome,Venezuelan,5
Rome,Malaysian,2
Stockholm,Polish,3
Zurich,Singaporean,1
Milan,Peruvian,22
Munich,French,56
Rome,Vietnamese,7
Stockholm,Caucasian,7
Vienna,Mongolian,1
Warsaw,Healthy,48
Munich,Gastropub,28
Oslo,Dutch,1
Prague,Vegan Options,295
Rome,Cajun & Creole,1
Rome,Albanian,1
Vienna,Balti,2
Milan,Mexican,29
Rome,Contemporary,66
Rome,Chinese,151
Rome,Eastern European,1
Munich,Healthy,44
Prague,Georgian,2
Warsaw,German,5
Milan,Nepali,10
Stockholm,Southwestern,1
Warsaw,Fast Food,51
Warsaw,Australian,1
Paris,Caribbean,36
Stockholm,Wine Bar,17
Vienna,Korean,18
Milan,Ukrainian,2
Zurich,Grill,34
Munich,Moroccan,3
Paris,Diner,59
Rome,Cuban,1
Stockholm,Gastropub,12
Zurich,Irish,5
Prague,African,5
Vienna,Filipino,2
Zurich,Polynesian,1
Oslo,Lebanese,3
Prague,Grill,52
Oporto,Delicatessen,11
Paris,South American,90
Paris,Sushi,344
Rome,French,18
Stockholm,Danish,3
Stockholm,Cajun & Creole,1
Vienna,Eastern European,22
Vienna,Cuban,3
Vienna,Tibetan,2
Warsaw,Tunisian,1
Stockholm,Soups,14
Vienna,South American,20
Munich,Bar,153
Munich,Middle Eastern,57
Oslo,Sri Lankan,1
Rome,Minority Chinese,1
Stockholm,Bar,195
Milan,Seafood,810
Stockholm,Swedish,449
Oporto,Middle Eastern,3
Paris,Belgian,23
Paris,Colombian,8
Prague,Latin,22
Prague,Central Asian,1
Prague,Norwegian,1
Rome,Brew Pub,142
Vienna,Diner,48
Vienna,Seafood,81
Warsaw,Central European,222
Paris,Tibetan,18
Prague,Nepali,4
Zurich,Spanish,29
Stockholm,Venezuelan,1
Zurich,Ethiopian,3
Stockholm,Georgian,1
Vienna,Delicatessen,36
Zurich,International,97
Vienna,Swiss,2
Milan,Turkish,26
Munich,Pizza,171
Oporto,Cafe,90
Oporto,Street Food,5
Oslo,Jamaican,1
Paris,Cafe,527
Vienna,Moroccan,6
Munich,Brazilian,3
Oslo,Japanese,76
Vienna,Contemporary,49
Warsaw,Gastropub,20
Paris,Vegetarian Friendly,2739
Paris,Lebanese,173
Paris,Nepali,5
Prague,Canadian,3
Rome,American,113
Warsaw,Caribbean,2
Munich,Steakhouse,29
Munich,Barbecue,26
Munich,Street Food,13
Oslo,Thai,56
Stockholm,Arabic,2
Vienna,Brazilian,2
Milan,Dutch,1
Paris,Steakhouse,96
Prague,Belgian,5
Prague,Soups,45
Rome,Pub,331
Warsaw,Pizza,106
Warsaw,Diner,10
Oporto,Fusion,30
Paris,Cambodian,30
Rome,African,11
Rome,Middle Eastern,35
Rome,Israeli,12
Warsaw,Eastern European,128
Milan,Lebanese,11
Munich,Ukrainian,1
Warsaw,Mediterranean,183
Warsaw,Chinese,38
Zurich,Belgian,1
Oporto,Southwestern,1
Oslo,Central American,7
Rome,Balti,1
Milan,Pub,261
Munich,Mongolian,5
Prague,Contemporary,37
Prague,Caribbean,4
Rome,Bar,333
Stockholm,Japanese,116
Vienna,Arabic,6
Oslo,Afghani,1
Paris,Peruvian,27
Rome,Korean,8
Vienna,Lebanese,16
Oporto,Seafood,43
Prague,Uzbek,2
Vienna,Southwestern,3
Warsaw,Egyptian,4
Warsaw,Southwestern,1
Munich,Austrian,26
Munich,Indian,66
Oslo,Soups,15
Prague,Southwestern,3
Prague,Croatian,4
Zurich,Pizza,101
Milan,Ethiopian,6
Milan,Street Food,52
Munich,Russian,2
Prague,Fujian,1
Rome,Sushi,119
Rome,Taiwanese,2
Rome,Arabic,5
Stockholm,Spanish,54
Munich,African,8
Oporto,Mediterranean,368
Paris,Tunisian,44
Stockholm,Russian,2
Vienna,American,77
Munich,Soups,23
Munich,Peruvian,2
Oporto,Portuguese,848
Paris,Bangladeshi,4
Rome,International,155
Zurich,Thai,70
Milan,Arabic,7
Oslo,Norwegian,187
Prague,Halal,17
Rome,Seafood,832
Zurich,Chinese,55
Zurich,Balti,1
Zurich,Soups,34
Oslo,British,3
Prague,Minority Chinese,1
Stockholm,Steakhouse,33
Stockholm,Israeli,1
Vienna,Austrian,947
Zurich,Bar,134
Munich,Polynesian,1
Rome,Steakhouse,77
Vienna,Mediterranean,310
Munich,Greek,89
Paris,Italian,1282
Stockholm,Jamaican,2
Prague,Indonesian,6
Stockholm,Latin,21
Warsaw,Hawaiian,2
Munich,Vegan Options,245
Oporto,Soups,33
Paris,Russian,23
Prague,Cuban,3
Vienna,Croatian,21
Zurich,Portuguese,2
Prague,Bangladeshi,5
Stockholm,Central American,1
Stockholm,Swiss,1
Munich,Persian,4
Munich,Caribbean,2
Paris,Greek,66
Rome,Swiss,1
Oporto,South American,17
Prague,Pizza,232
Warsaw,French,34
Oslo,Gluten Free Options,228
Zurich,Mediterranean,252
Zurich,Latin,12
Milan,Belgian,2
Paris,Southwestern,1
Rome,Caribbean,2
Stockholm,Vegetarian Friendly,625
Vienna,Asian,267
Vienna,Healthy,37
Vienna,Persian,9
Madrid,Romanian,3
Madrid,Cajun & Creole,1
Milan,Vietnamese,10
Munich,Brew Pub,7
Stockholm,Armenian,1
Warsaw,Polish,473
Zurich,Caribbean,1
Paris,Mexican,82
Zurich,Tunisian,1
Milan,Sushi,299
Milan,Malaysian,1
Munich,Contemporary,22
Munich,Japanese,77
Munich,Cajun & Creole,2
Munich,Georgian,1
Oporto,Thai,1
Paris,Canadian,4
Prague,Indian,68
Prague,Ethiopian,1
Rome,Jamaican,1
Zurich,Fast Food,56
Oporto,Gastropub,7
Oslo,Fast Food,53
Paris,Dutch,1
Milan,Persian,2
Oporto,Gluten Free Options,104
Paris,Gluten Free Options,391
Rome,Lebanese,9
Warsaw,Contemporary,34
Warsaw,Barbecue,19
Warsaw,Central Asian,1
Madrid,Albanian,1
Prague,Pakistani,5
Vienna,Grill,40
Vienna,Middle Eastern,92
Zurich,Turkish,21
Milan,Brew Pub,82
Oporto,Spanish,60
Oslo,Steakhouse,12
Oslo,African,2
Prague,Turkish,27
Munich,Nepali,2
Oslo,Seafood,35
Paris,Pizza,556
Vienna,Bar,215
Vienna,Pizza,197
Zurich,Moroccan,6
Milan,Central European,6
Milan,Scottish,1
Munich,Malaysian,1
Stockholm,International,109
Oslo,Latin,5
Paris,Vietnamese,331
Paris,British,22
Prague,Armenian,2
Stockholm,Indian,78
Vienna,Scandinavian,2
Warsaw,Gluten Free Options,105
Warsaw,Sushi,104
Zurich,Central European,200
Paris,Portuguese,41
Oslo,Chilean,1
Prague,Venezuelan,1
Rome,Scandinavian,3
Rome,Austrian,4
Stockholm,Chilean,1
Vienna,Fast Food,71
Madrid,Kosher,1
Milan,Latin,34
Paris,Ethiopian,13
Prague,Swiss,2
Prague,German,3
Rome,Mexican,30
Stockholm,Persian,8
Stockholm,Malaysian,2
Vienna,Central European,532
Warsaw,Belgian,4
Milan,Austrian,4
Oslo,Barbecue,21
Paris,Brazilian,31
Vienna,Vietnamese,42
Warsaw,Malaysian,1
Zurich,Asian,187
Zurich,Arabic,1
Milan,Kosher,4
Oporto,Bar,81
Oslo,Cajun & Creole,2
Prague,Czech,1578
Vienna,Caribbean,3
Warsaw,European,711
Milan,Russian,5
Warsaw,Vegetarian Friendly,465
Warsaw,Japanese,104
Milan,Delicatessen,59
Munich,Balti,1
Oporto,African,7
Paris,Halal,110
Stockholm,Fusion,22
Vienna,Armenian,2
Warsaw,Indian,50
Warsaw,Venezuelan,1
Zurich,Israeli,4
Milan,Minority Chinese,5
Munich,Chinese,72
Oporto,European,834
Prague,Steakhouse,49
Prague,Vietnamese,85
Stockholm,Pakistani,8
Vienna,Danish,1
Zurich,British,8
Milan,Mediterranean,1377
Milan,Tibetan,3
Munich,Cafe,126
Rome,Danish,2
Munich,Hungarian,1
Warsaw,Argentinean,4
Zurich,Healthy,39
Milan,African,17
Paris,Romanian,2
Vienna,Ecuadorean,1
Zurich,Cafe,80
Rome,Gastropub,86
Stockholm,Ukrainian,1
Oporto,Chinese,10
Oslo,Pakistani,12
Stockholm,New Zealand,2
Vienna,Indonesian,1
Milan,Cuban,3
Oporto,Italian,60
Oslo,Halal,11
Paris,Indian,234
Stockholm,Peruvian,7
Vienna,Pakistani,4
Vienna,Bangladeshi,1
Zurich,Sri Lankan,7
Zurich,Kosher,1
Stockholm,Central European,20
Zurich,Korean,6
Milan,Steakhouse,70
Milan,Bar,336
Oslo,Diner,13
Rome,Italian,3822
Zurich,Cambodian,1
Milan,Barbecue,133
Milan,American,118
Paris,Central American,36
Zurich,Southwestern,3
Oslo,Bar,124
Paris,Sri Lankan,7
Prague,Sri Lankan,2
Rome,Turkish,11
Paris,Cajun & Creole,26
Rome,Bangladeshi,2
Munich,Lebanese,11
Oporto,Indian,6
Stockholm,Bangladeshi,3
Oslo,Cafe,62
Rome,Nepali,1
Milan,Grill,22
Oslo,Moroccan,3
Vienna,Ethiopian,2
Warsaw,Balti,1
Warsaw,Brew Pub,17
Oslo,Danish,5
Warsaw,Mexican,28
Zurich,Wine Bar,29
Munich,Grill,41
Paris,Middle Eastern,252
Stockholm,Pub,146
Vienna,British,7
Vienna,Sri Lankan,6
Warsaw,Pub,113
Milan,Indian,46
Oporto,Greek,1
Oslo,European,337
Rome,Spanish,17
Zurich,Steakhouse,22
Munich,Fast Food,56
Stockholm,Mediterranean,130
Vienna,Chinese,136
Milan,Contemporary,66
Milan,Hawaiian,1
Munich,Israeli,3
Prague,Eastern European,372
Prague,Korean,12
Warsaw,Ukrainian,7
Prague,Bar,583
Stockholm,Delicatessen,11
Vienna,Greek,41
Milan,Pizza,909
Zurich,Eastern European,2
Milan,International,136
Paris,Swedish,3
Vienna,Indian,56
Warsaw,Turkish,22
Oslo,International,60
Warsaw,Korean,14
Zurich,Scandinavian,1
Zurich,Street Food,6
Milan,Gastropub,45
Munich,Vegetarian Friendly,880
Oslo,Brew Pub,6
Rome,Portuguese,1
Zurich,Native American,1
